claim_amount,premium_amount,policy_age,repeat_claims,fraud_flag
39759.98,20192.8,8,5,1
34372.74,53050.75,804,1,0
126259.81,76953.15,6,5,1
47829.11,75801.38,557,1,0
2276.45,6613.35,408,2,0
5767.21,11323.85,352,1,0
66658.77,60881.37,3,3,1
51374.78,88914.52,349,1,0
30859.43,88719.72,425,0,0
42783.71,64246.08,472,0,0
14019.62,37967.42,409,0,0
25769.34,99880.52,725,2,0
39576.14,91018.21,872,0,0
19003.26,67964.79,702,2,0
17583.99,28968.6,45,0,0
7813.59,14379.71,193,0,0
48983.22,86380.85,585,2,0
121611.42,88323.53,7,4,1
77234.84,59325.15,1,6,1
43944.18,99860.3,977,1,0
107609.81,84380.22,3,4,1
15790.13,11660.02,1,6,1
110515.95,84626.37,10,3,1
12959.91,94302.87,625,2,0
31579.33,89647.75,43,2,0
45531.22,79731.01,334,0,0
80534.42,72898.55,9,3,1
28420.28,91695.97,660,2,0
19692.66,92760.25,483,0,0
133919.65,76626.74,7,6,1
154314.5,84976.61,5,3,1
14142.96,24560.84,875,0,0
8129.26,30151.95,689,1,0
10342.76,21594.56,921,1,0
29316.97,57562.95,785,2,0
8313.88,41491.05,947,2,0
33807.85,57861.94,793,2,0
13944.37,10231.31,6,5,1
55396.38,31667.77,6,4,1
10790.82,25391.49,776,0,0
62998.87,48754.08,7,3,1
38600.78,63077.12,69,2,0
12990.33,29487.61,786,2,0
100853.05,93387.0,7,6,1
46720.72,94564.82,906,1,0
41554.56,67746.41,594,0,0
38373.1,35872.73,6,5,1
33144.75,26112.56,8,6,1
38808.06,97752.11,66,1,0
111185.32,80291.5,2,4,1
24873.05,66309.12,883,1,0
13576.75,76808.78,544,1,0
55938.27,28444.93,4,4,1
17538.58,52928.26,848,2,0
15825.53,59554.59,199,2,0
27348.17,93035.68,894,1,0
19277.68,62643.76,616,0,0
3508.25,7697.26,164,2,0
9447.93,22452.21,830,0,0
52202.21,79016.06,154,1,0
89082.78,59043.07,2,5,1
35439.49,18971.98,9,4,1
32286.58,94479.63,312,0,0
43422.02,94371.75,898,1,0
24168.54,58915.61,861,2,0
25423.62,80153.91,144,2,0
55916.01,87825.61,272,2,0
1109.96,6314.78,112,2,0
7932.15,45507.37,972,1,0
18389.64,73578.21,547,0,0
79542.28,50432.09,8,5,1
50467.49,92710.35,591,2,0
19337.78,45652.96,297,0,0
4493.99,18122.88,195,1,0
20772.17,74946.16,908,1,0
20721.55,96430.0,92,0,0
29372.13,71785.47,148,0,0
38822.18,72330.12,935,1,0
139034.47,94844.24,8,3,1
158321.45,84814.62,4,4,1
7796.47,25650.31,429,0,0
72460.78,69573.72,2,3,1
6835.79,10317.48,160,1,0
101611.38,72735.48,9,6,1
17850.2,27904.8,740,1,0
10853.14,10184.54,4,6,1
20844.34,53862.13,422,0,0
6111.05,26772.51,679,2,0
27861.75,16950.28,7,3,1
31963.0,63040.29,41,2,0
23183.42,41449.84,292,0,0
39612.87,88907.77,610,0,0
13448.0,7486.92,2,5,1
40825.62,39929.18,8,5,1
18051.19,34360.02,374,0,0
60590.68,53626.37,8,4,1
175947.39,97321.85,4,5,1
43657.8,80201.34,853,0,0
57583.17,91312.85,599,0,0
28181.56,50454.57,731,2,0
90188.77,57480.45,1,5,1
24996.47,60686.59,149,1,0
14673.1,67706.16,86,1,0
8149.81,53833.18,206,2,0
96221.8,68925.71,10,6,1
41535.64,87443.88,660,1,0
16783.42,64546.11,862,0,0
71533.2,66944.47,10,4,1
38090.08,88259.06,302,0,0
52852.12,34194.98,4,6,1
5761.84,30547.13,253,1,0
29765.54,16829.85,3,5,1
5214.79,35332.12,347,1,0
37421.52,63823.11,748,2,0
25698.65,50724.08,58,2,0
3357.54,6474.95,386,1,0
3756.55,26283.51,792,1,0
4871.85,9399.73,895,1,0
45276.09,69576.24,212,1,0
53211.7,79133.67,256,0,0
14090.58,22113.33,54,0,0
13353.02,81371.65,503,1,0
24654.5,17592.64,5,4,1
9635.31,74205.44,792,2,0
17272.78,81022.59,794,1,0
11408.72,16999.86,783,1,0
55146.2,79361.21,520,2,0
86016.0,57745.63,9,4,1
3088.42,28051.57,164,0,0
41946.0,63006.79,293,1,0
14600.57,14265.17,3,6,1
10165.87,16036.53,296,0,0
9529.4,37950.12,973,0,0
20253.94,52173.85,965,0,0
20783.52,90491.54,756,0,0
10710.43,47363.18,154,0,0
35652.55,72681.62,994,1,0
6717.6,54527.76,900,0,0
37540.97,84147.92,725,1,0
23232.13,96645.44,763,2,0
8248.15,23523.03,225,0,0
21733.25,43610.87,705,2,0
97771.13,63740.45,7,5,1
22245.69,42545.16,417,0,0
101242.65,72155.68,3,5,1
11190.93,20218.43,331,1,0
21573.84,34014.78,114,2,0
53800.86,30903.42,7,3,1
45830.45,22916.01,2,6,1
19324.32,46063.94,137,0,0
10635.69,72670.92,421,2,0
104257.47,56129.82,2,6,1
39119.27,38422.96,4,6,1
33715.83,88425.07,700,1,0
33803.88,27755.55,3,5,1
12595.9,96353.26,316,1,0
17571.1,38604.66,580,1,0
118807.85,61164.38,8,4,1
25276.98,51396.07,906,1,0
6914.32,15240.82,43,0,0
31196.75,86720.75,927,1,0
42244.82,73880.35,467,2,0
41559.55,74075.8,193,1,0
31405.9,28146.58,5,4,1
39865.57,94254.27,600,2,0
21183.02,71993.3,82,2,0
2042.12,6980.62,540,2,0
116218.78,80234.5,6,4,1
3045.58,19990.73,869,2,0
16372.83,48387.67,675,2,0
64427.77,50368.17,4,4,1
127606.43,69665.94,9,3,1
38764.84,55732.75,506,0,0
12442.37,19056.65,717,0,0
33551.42,55535.97,803,0,0
4831.11,7678.53,907,2,0
8509.24,57257.42,343,0,0
49241.69,73016.15,946,2,0
84139.06,79580.14,5,4,1
41206.29,72921.98,264,0,0
101636.48,63740.64,2,5,1
23841.17,66429.73,87,1,0
16086.43,37861.34,156,0,0
4349.87,38227.02,833,1,0
27650.48,53080.86,85,0,0
40790.15,97797.07,854,2,0
16891.4,27933.47,100,0,0
4672.19,18795.19,269,2,0
8391.78,65363.92,904,0,0
5196.87,14962.89,104,1,0
23364.8,47993.61,200,0,0
39926.82,57489.85,820,0,0
12927.29,64938.89,410,2,0
13243.58,74732.36,465,1,0
47129.67,67550.07,679,1,0
21132.78,32436.26,287,2,0
44939.15,72645.23,666,0,0
31524.72,22042.62,5,4,1
9770.63,79004.45,631,1,0
31555.51,86928.93,732,2,0
14770.26,8616.31,4,5,1
7237.11,12919.68,529,0,0
693.86,5283.17,712,2,0
13815.09,44073.75,977,0,0
55735.02,99471.38,113,1,0
13567.54,50658.36,981,0,0
9317.72,81007.53,846,0,0
24315.17,56961.81,471,0,0
16291.01,53866.88,687,2,0
45215.0,76938.26,192,1,0
83945.18,52821.5,2,6,1
6493.3,22384.85,891,2,0
13601.0,99595.86,972,0,0
4472.02,39451.23,367,0,0
123058.13,80178.09,4,6,1
66592.53,43366.84,3,3,1
14421.62,37067.47,459,2,0
22723.47,17252.5,3,3,1
36046.82,55975.88,476,1,0
19139.3,54967.4,345,2,0
6692.05,13631.75,328,2,0
45965.15,75348.01,867,0,0
5532.87,42403.48,868,1,0
15664.46,57919.83,760,0,0
21908.81,89434.6,352,2,0
26748.13,66626.6,240,1,0
10650.47,38072.7,934,2,0
18892.78,44909.47,657,1,0
36388.81,34982.44,1,3,1
3957.32,13528.55,381,0,0
11920.87,17567.88,832,1,0
11623.29,20668.96,787,1,0
9309.07,39396.18,441,2,0
17286.34,87591.9,266,2,0
100721.81,66878.85,5,6,1
31278.86,24396.5,8,3,1
20910.2,68296.03,932,2,0
24877.46,61411.7,638,2,0
9085.68,38588.9,205,0,0
169432.35,94492.64,9,4,1
20617.58,74197.23,601,1,0
43402.5,79421.5,507,1,0
4024.84,11311.56,185,0,0
13638.24,80709.44,828,0,0
15491.51,41039.57,951,2,0
157923.01,94249.83,4,3,1
13320.83,20625.75,245,0,0
25403.87,73830.81,277,0,0
79796.31,50178.13,5,5,1
1563.91,12008.57,962,2,0
14653.95,73061.25,132,0,0
10105.24,74728.35,835,2,0
10680.54,28712.58,239,1,0
14325.47,51467.48,708,0,0
38851.2,30340.72,4,6,1
37364.62,58374.82,363,2,0
17075.04,50636.8,104,1,0
41465.24,63481.06,841,1,0
36802.58,66163.76,466,1,0
18587.05,38834.66,453,0,0
9431.93,80515.3,997,2,0
22030.33,64246.17,417,1,0
55686.45,95646.94,122,2,0
12255.41,96505.88,908,0,0
17071.24,98464.43,372,0,0
3892.89,15890.8,149,0,0
12227.34,29828.82,930,0,0
34772.46,67757.01,523,0,0
113530.02,82130.35,5,6,1
118611.31,82534.49,3,4,1
15845.77,93818.09,570,0,0
124876.24,95387.31,1,6,1
32398.6,73206.9,122,2,0
20207.31,95043.75,995,0,0
114544.83,60836.51,3,6,1
1134.29,9392.87,589,2,0
34286.67,56816.53,403,1,0
26467.88,47530.1,506,0,0
48365.71,81257.6,925,0,0
828.76,5275.01,993,0,0
9396.59,15350.26,674,2,0
125865.28,71246.93,10,3,1
8351.55,45413.83,973,1,0
54231.92,92883.79,111,1,0
40983.55,77736.41,942,1,0
20269.76,57958.82,802,0,0
16519.64,27265.44,693,2,0
21056.2,85553.2,519,0,0
28133.8,94640.88,427,0,0
27264.2,40699.39,56,2,0
16985.66,29814.45,350,1,0
29968.24,86027.23,183,1,0
128804.53,64485.58,1,5,1
8474.58,21192.4,720,1,0
8425.41,7862.59,5,4,1
58701.2,52507.99,6,6,1
37923.91,56137.72,739,0,0
34831.78,90912.91,690,0,0
5204.7,10902.73,351,2,0
169826.23,92072.02,5,6,1
65107.97,57995.71,2,6,1
8857.05,27184.6,100,1,0
6632.19,41780.46,440,1,0
55322.34,28199.86,3,3,1
34643.27,33814.15,5,4,1
9514.6,71199.43,568,2,0
47009.07,92497.64,848,1,0
93890.75,66578.33,5,3,1
66105.34,39980.36,3,5,1
34540.9,63519.47,701,0,0
5565.42,35372.46,1000,2,0
8776.9,85800.84,214,1,0
10730.11,18365.63,95,2,0
135154.46,89190.4,1,5,1
6638.27,56540.27,630,0,0
32221.61,68376.16,179,1,0
6097.2,37307.02,348,0,0
39511.24,57186.49,122,1,0
22771.78,81649.08,276,1,0
23339.67,54901.51,329,1,0
41211.86,61484.49,984,2,0
6531.12,46306.1,812,2,0
44397.37,76656.94,752,2,0
14446.02,58552.67,468,0,0
7584.21,14383.51,62,0,0
38750.08,74745.04,46,2,0
89373.06,57892.15,7,3,1
46104.38,89882.54,92,1,0
36183.42,62138.76,791,0,0
37585.25,54304.08,491,1,0
25747.89,83058.2,645,2,0
45030.08,28236.16,8,5,1
35729.67,57126.73,997,2,0
8760.49,18219.68,79,1,0
6474.74,12266.48,892,1,0
61023.58,88927.27,85,0,0
84924.03,72243.48,1,6,1
35544.72,60313.43,689,1,0
13640.61,29132.68,907,0,0
61517.86,89553.38,936,1,0
136679.0,84637.48,3,3,1
3901.07,10523.17,34,2,0
32172.07,63626.77,81,2,0
13281.27,89591.96,818,1,0
15473.68,49032.98,765,0,0
18896.31,31916.21,117,0,0
185667.19,99412.75,5,3,1
7844.01,6160.47,5,3,1
25649.68,56975.01,204,0,0
124528.04,79599.05,10,6,1
26505.66,52516.5,128,1,0
56689.48,85748.4,533,1,0
62593.28,40898.23,9,3,1
3006.52,5033.71,582,2,0
20174.27,39411.32,193,2,0
3587.31,12726.06,47,1,0
26215.78,61633.85,241,1,0
7016.32,18586.85,101,0,0
34323.64,85316.79,470,2,0
18928.79,50249.45,669,2,0
31640.46,68239.24,204,1,0
4727.34,11517.7,228,0,0
30562.9,58943.91,750,0,0
7532.34,13995.01,72,0,0
3144.71,21614.05,496,0,0
29647.61,99216.94,468,0,0
12641.19,47161.69,56,0,0
20289.77,34992.54,275,0,0
7927.86,11878.69,437,0,0
14058.65,37055.08,444,0,0
18138.44,81026.63,371,0,0
17131.28,83782.56,724,0,0
21869.46,13840.8,9,3,1
27170.07,93633.05,746,1,0
95874.1,54836.56,10,6,1
1987.35,6372.95,292,1,0
23759.93,48364.38,967,0,0
17810.61,32746.59,898,2,0
42846.23,85196.94,639,0,0
9214.48,31587.05,574,0,0
67092.98,65614.94,7,5,1
27440.8,53761.1,274,0,0
2414.3,8478.04,604,0,0
29248.4,48069.25,335,2,0
13148.12,39245.73,900,2,0
897.43,6921.74,717,2,0
36970.56,61993.06,853,2,0
67420.28,46324.05,6,5,1
43699.99,69268.35,500,0,0
32123.66,54791.79,785,1,0
21044.71,37254.53,113,2,0
3396.44,25054.68,348,0,0
32244.5,79277.69,230,0,0
5601.66,29560.19,630,2,0
12048.57,35372.56,915,2,0
27354.68,94255.22,229,0,0
10799.68,99101.86,396,1,0
10869.82,17483.65,344,0,0
59663.56,38917.9,10,6,1
39731.24,24128.38,3,4,1
22608.99,48411.62,316,2,0
57698.18,95824.21,105,1,0
32789.24,89703.54,258,1,0
47056.97,99746.91,595,2,0
16086.92,45504.42,476,0,0
14696.82,25079.65,480,2,0
20574.18,88036.93,666,0,0
9586.87,81911.32,541,0,0
11910.36,7428.4,9,4,1
43938.78,79151.95,664,1,0
30506.85,69109.56,600,2,0
66771.92,96860.96,800,2,0
21722.6,90942.34,507,0,0
37079.85,69157.57,987,2,0
7436.48,18149.46,860,2,0
39772.95,61369.09,54,0,0
15691.03,76931.3,187,1,0
19850.15,32128.39,274,1,0
101214.5,99701.68,5,4,1
27901.5,48967.96,944,2,0
4322.48,13167.0,357,1,0
11824.65,87344.9,632,0,0
145685.07,76485.5,7,3,1
17303.72,33420.6,576,2,0
62655.18,98974.11,691,2,0
17745.63,57126.13,850,2,0
103677.35,51890.61,5,5,1
24239.77,54143.15,640,2,0
32702.63,18984.61,8,5,1
129644.51,93416.19,7,6,1
2161.07,20041.02,286,2,0
21915.16,76457.94,297,2,0
4886.24,18394.13,591,1,0
31226.88,88732.31,641,1,0
13535.86,44702.21,287,2,0
14845.99,56272.89,340,1,0
25844.56,70511.56,180,0,0
28654.22,55196.82,587,0,0
11849.85,70959.96,824,2,0
12025.64,67356.29,310,2,0
119140.33,71328.08,5,3,1
8077.59,34202.41,800,1,0
16786.86,28027.92,481,1,0
46096.16,85790.88,257,0,0
11040.73,16047.53,848,1,0
18478.02,52725.04,95,1,0
22188.28,40126.76,38,1,0
51598.17,31421.18,1,3,1
63205.19,60221.73,9,5,1
64823.92,53230.17,1,6,1
30274.14,70466.39,965,0,0
48413.94,80753.61,417,0,0
6383.3,9332.44,192,0,0
65045.29,37531.81,5,5,1
43881.15,43193.34,2,6,1
23562.67,50395.27,156,2,0
20103.61,78300.74,694,0,0
13116.37,26400.34,877,2,0
17718.52,31188.4,992,1,0
33582.57,26865.0,8,3,1
79458.55,42717.35,3,6,1
26070.98,49274.97,501,1,0
108969.18,55603.97,8,3,1
19900.71,31245.25,564,0,0
13182.48,20610.31,311,2,0
10789.38,31818.67,396,2,0
24201.33,92298.55,895,0,0
34005.22,82319.27,661,1,0
58917.95,86227.06,972,2,0
35443.05,57803.13,375,0,0
5387.9,44298.39,161,1,0
9185.57,46155.41,448,0,0
45583.91,99132.97,154,1,0
36320.17,94079.88,352,0,0
131468.54,96547.52,5,3,1
61109.67,41765.22,7,4,1
29292.69,52629.16,464,2,0
11338.12,56219.36,581,2,0
26257.83,86777.77,583,2,0
47366.99,23757.18,6,6,1
16335.95,56649.6,755,2,0
2327.23,8047.91,241,2,0
3641.55,19328.84,879,0,0
86934.14,52692.81,3,4,1
3293.31,9162.42,332,2,0
30286.26,55397.3,1000,1,0
9960.25,51216.37,515,0,0
104566.8,81873.19,6,3,1
15877.57,28491.85,912,1,0
4491.37,19760.15,74,0,0
29005.92,62526.25,448,0,0
51707.88,98924.65,228,1,0
15569.46,75584.09,980,0,0
8522.12,6314.58,2,4,1
93852.24,62137.39,7,4,1
12065.04,31472.22,796,0,0
41007.28,73100.35,901,0,0
162883.2,93530.21,5,5,1
1237.99,10395.25,474,2,0
7183.48,7060.32,3,4,1
3046.07,9080.62,987,0,0
38041.95,68690.09,54,2,0
19829.44,36075.29,740,1,0
14008.25,12234.34,3,3,1
37687.84,78905.03,572,1,0
74527.83,41035.87,5,5,1
53541.14,47613.82,8,3,1
136981.95,86550.0,4,6,1
21270.74,93292.48,276,0,0
16961.51,79140.78,717,1,0
102426.95,91357.25,3,5,1
52611.99,79624.12,912,1,0
20962.1,35102.07,682,2,0
52701.63,26676.32,4,3,1
2437.88,6396.6,676,2,0
11670.09,17805.15,756,1,0
7015.6,56555.5,955,1,0
109616.59,94797.41,9,4,1
8848.18,42711.02,424,1,0
10524.2,92378.37,786,0,0
35170.28,60335.86,639,1,0
101654.26,65647.91,6,5,1
46602.45,74211.39,220,1,0
27220.94,51394.94,795,0,0
13505.52,45524.94,144,1,0
43924.76,62933.77,997,0,0
9345.12,59671.18,999,2,0
19510.67,82551.46,911,1,0
21165.51,59811.17,753,2,0
34710.45,88086.06,101,1,0
107825.42,73302.17,9,3,1
56064.07,41203.09,7,6,1
11726.2,34111.35,404,2,0
31181.93,67385.52,54,2,0
147505.9,90153.67,10,3,1
21078.51,43139.8,790,2,0
4983.82,21508.88,532,1,0
109998.2,64789.59,9,6,1
48622.5,99236.41,827,1,0
17499.28,65182.58,242,2,0
17216.96,14655.23,4,3,1
13172.51,27215.63,533,1,0
13509.4,36993.06,383,1,0
27398.78,65159.62,263,0,0
31264.41,96189.56,904,1,0
3608.46,6885.27,861,2,0
8600.58,44108.45,879,1,0
10734.12,19312.58,810,1,0
19368.98,73053.43,561,2,0
41995.03,80232.72,735,1,0
4324.26,6812.27,309,1,0
95885.4,70679.41,1,4,1
19116.96,30590.63,743,0,0
22047.95,66530.94,444,0,0
16958.73,79244.22,304,0,0
6795.5,12168.63,378,0,0
2347.04,9898.35,823,2,0
12665.88,32376.4,198,0,0
34935.57,19551.11,2,5,1
60019.01,37270.31,9,4,1
98904.19,94514.63,5,3,1
29284.7,53078.81,664,1,0
21874.98,68479.13,689,1,0
39612.2,90634.18,264,1,0
6484.78,22900.58,875,1,0
9143.26,66260.62,865,0,0
31278.67,76144.72,569,1,0
1956.79,8566.6,583,0,0
176811.24,96447.66,9,5,1
38417.67,59089.07,767,1,0
59800.89,56409.43,4,3,1
189594.99,98179.08,8,4,1
84183.3,53681.07,10,3,1
12960.97,25696.76,70,2,0
37565.46,84067.57,727,0,0
23093.65,98755.19,830,2,0
63194.5,98580.55,99,2,0
95950.64,66493.65,1,6,1
10005.47,45403.18,368,1,0
15077.57,99143.68,943,1,0
24038.67,98058.92,317,2,0
21765.22,95242.65,998,1,0
17652.1,29664.59,54,2,0
40056.54,68579.82,214,2,0
61953.09,91507.3,40,1,0
21585.25,38015.4,129,0,0
9564.93,50035.52,831,0,0
4779.08,33270.01,230,0,0
24019.26,43494.56,779,1,0
13111.51,28590.31,748,0,0
151810.99,98620.13,5,5,1
2534.18,21144.0,554,1,0
8367.52,6828.79,2,3,1
7652.26,56990.29,516,1,0
22743.95,42978.03,121,2,0
98674.42,82902.21,3,4,1
122011.93,85837.13,6,6,1
4422.06,7937.93,750,0,0
28814.9,14863.83,9,4,1
35964.19,21385.31,8,5,1
2062.0,6627.67,669,2,0
21569.13,43148.92,137,2,0
45423.76,38771.59,6,6,1
11166.66,42260.6,814,2,0
32433.08,23708.92,1,4,1
20975.65,13766.99,5,3,1
118650.89,85879.45,9,6,1
29563.15,44233.47,149,0,0
6852.83,29492.27,866,1,0
23412.65,15969.85,6,3,1
34230.28,76769.52,37,1,0
26067.12,89749.75,122,0,0
16781.65,73561.84,163,2,0
7386.48,33248.21,846,1,0
9812.01,86277.55,374,2,0
9297.91,70001.26,413,1,0
42310.23,69913.62,682,2,0
37323.68,69275.51,440,0,0
174287.24,98642.44,6,4,1
147665.53,74749.86,2,4,1
11173.02,29908.32,471,2,0
122358.68,81908.4,1,5,1
35640.91,66890.24,344,1,0
27224.71,63503.54,943,1,0
13536.94,56874.72,590,2,0
12798.52,19006.77,413,2,0
132901.59,87939.4,7,5,1
35826.26,83364.49,595,2,0
62729.33,37409.52,10,4,1
55097.34,93749.6,239,1,0
5733.86,27639.57,409,0,0
82990.51,44330.05,2,6,1
127042.26,84896.97,7,4,1
22359.88,62638.17,799,0,0
25411.88,23271.13,3,4,1
12915.8,18476.41,504,2,0
3818.94,7055.43,159,1,0
55981.09,53666.56,3,4,1
21406.25,74542.14,118,0,0
36758.98,66746.97,383,2,0
25433.35,57679.56,372,1,0
54191.13,82667.31,911,0,0
14469.38,26652.93,672,0,0
10743.16,85226.64,390,2,0
20600.03,66681.53,484,0,0
28973.14,77031.12,641,1,0
38158.59,72737.23,119,1,0
20533.98,64916.55,719,2,0
36023.63,93487.56,980,1,0
11436.54,28110.72,789,1,0
6136.0,43759.16,557,1,0
26685.33,82348.4,57,0,0
3982.96,37906.97,359,2,0
12158.07,9520.96,3,6,1
36853.41,75589.8,551,0,0
5170.37,19962.5,765,1,0
10211.58,51285.94,514,0,0
37196.33,22147.39,9,4,1
6437.13,55959.07,711,1,0
30287.22,44163.99,43,2,0
41328.95,64883.35,368,1,0
34913.42,74609.98,696,1,0
27924.11,82709.28,632,0,0
8366.59,69180.03,945,2,0
24838.88,41168.6,784,0,0
13579.06,39504.82,811,2,0
12163.22,72159.75,156,0,0
9196.43,22445.43,465,2,0
25529.1,72288.56,594,2,0
28772.97,58049.98,700,0,0
29689.94,42730.24,387,0,0
8060.91,67287.67,216,2,0
53568.59,78572.92,478,1,0
16149.01,13746.6,2,6,1
7169.38,23871.73,208,1,0
11185.28,17117.9,148,0,0
4410.36,24901.84,616,0,0
15271.44,34382.03,962,2,0
134057.18,92397.41,4,6,1
21454.49,41506.42,284,0,0
50545.76,76238.63,445,1,0
6070.28,26167.96,894,0,0
90271.1,51400.2,3,5,1
69865.89,49844.65,6,3,1
4062.37,20967.56,670,2,0
2967.53,12821.42,850,0,0
2397.96,21636.24,550,2,0
19502.61,32321.05,186,1,0
30264.47,71247.75,828,2,0
17829.39,44445.72,97,0,0
12667.03,77104.88,850,2,0
26995.12,44467.08,853,1,0
16181.41,27881.75,280,1,0
41145.84,21684.66,8,4,1
52570.31,36061.35,3,6,1
56692.14,46028.04,2,3,1
13824.07,55887.11,74,0,0
7283.8,13773.78,804,1,0
14112.64,71555.96,698,0,0
5284.62,14929.45,860,1,0
8601.46,13595.68,340,1,0
27485.42,43492.53,604,1,0
126332.4,83393.88,9,4,1
1447.18,9161.65,787,2,0
29437.9,96640.19,439,2,0
37023.62,76007.5,583,2,0
29145.06,58452.09,757,2,0
9588.44,35646.53,355,0,0
12856.5,9373.63,6,4,1
50906.29,81035.76,452,1,0
12644.85,33258.24,474,1,0
4914.8,27607.61,159,2,0
9911.56,48752.32,597,1,0
31647.5,50442.38,300,1,0
33608.12,54680.71,544,2,0
30570.13,49850.38,625,0,0
52950.07,36007.9,6,5,1
15401.32,12398.17,7,6,1
38437.09,70603.3,606,0,0
170583.87,93979.48,9,6,1
105486.7,68184.3,6,6,1
24693.33,48574.73,964,1,0
34110.3,20554.66,10,3,1
12411.48,21672.43,689,1,0
94553.2,73253.8,5,5,1
9581.7,23609.16,765,2,0
27087.82,88354.27,703,0,0
12712.91,20107.42,979,1,0
126016.58,65044.88,6,3,1
10426.92,5421.47,3,5,1
19090.35,88603.0,164,2,0
101594.23,61793.33,6,6,1
18409.67,41674.23,219,0,0
27764.71,55328.61,99,2,0
32126.0,92428.14,948,0,0
179957.89,92685.96,3,5,1
30090.33,74758.21,892,0,0
19435.96,75167.13,592,0,0
83021.72,46179.28,8,6,1
30716.54,16644.18,10,4,1
37752.83,92771.52,889,2,0
24545.28,65544.94,828,1,0
9350.1,37465.18,304,1,0
33685.06,61049.93,108,2,0
14143.35,25614.9,248,1,0
61754.17,41723.62,2,5,1
78217.22,73206.89,3,4,1
109038.5,79512.15,10,6,1
40190.96,60054.05,118,1,0
4963.82,13815.75,569,1,0
31440.09,68579.75,824,1,0
14825.68,47065.95,472,0,0
17694.47,44395.8,356,1,0
24459.54,75123.44,589,1,0
39558.24,73577.37,755,0,0
1868.19,14162.68,772,1,0
41079.78,67476.25,999,1,0
81501.66,66881.93,4,5,1
45230.72,65236.02,746,2,0
177340.29,93956.08,5,4,1
5271.22,26229.15,816,0,0
86089.85,74119.61,8,6,1
43298.03,74708.67,533,0,0
44649.34,92249.14,160,0,0
4003.79,21169.73,580,1,0
80897.88,54044.69,9,5,1
7009.97,6370.13,8,6,1
7397.09,12369.02,505,1,0
26754.6,70814.57,831,2,0
12848.01,27709.72,284,2,0
9987.68,18860.29,452,2,0
71828.53,42737.14,3,4,1
31119.99,59880.19,198,0,0
23476.18,93593.47,506,0,0
41413.7,85722.95,996,0,0
70610.5,43654.0,8,5,1
19353.38,79346.34,960,1,0
11020.51,44129.35,502,1,0
42006.43,98021.24,814,1,0
42927.41,88942.16,445,0,0
8817.1,45434.66,219,1,0
21625.74,42298.02,826,1,0
12319.54,62961.7,512,1,0
33729.81,51248.87,212,0,0
121473.71,90201.99,5,4,1
62423.24,96084.45,663,1,0
61974.05,94381.96,681,0,0
21703.82,32065.83,849,0,0
21273.99,93641.64,994,2,0
52371.07,35359.05,7,5,1
53064.67,39615.28,3,4,1
14856.37,76225.53,205,2,0
72196.47,38352.95,6,6,1
6470.1,10064.38,854,1,0
142646.15,78234.56,9,5,1
131220.2,82173.43,3,5,1
38559.55,61663.16,846,1,0
11752.19,21275.11,698,2,0
4936.45,23798.91,905,2,0
8158.52,15785.43,859,0,0
87018.52,86568.57,7,6,1
16577.11,84661.71,213,0,0
45094.03,76037.49,160,1,0
136175.88,79319.16,5,5,1
24415.53,37383.71,52,1,0
9674.27,69625.12,346,2,0
24261.11,74252.9,367,0,0
28458.71,43278.97,101,1,0
5995.23,19256.7,153,2,0
21584.19,58877.17,307,1,0
18806.28,33266.78,852,2,0
6148.31,36450.98,885,2,0
4333.17,12935.63,550,1,0
170677.08,92087.42,10,6,1
129340.0,73001.5,2,4,1
34968.12,84852.0,239,2,0
11012.82,83892.28,533,2,0
10051.85,34406.97,291,1,0
42056.17,83271.23,529,2,0
13733.77,19623.13,749,2,0
44157.85,82313.3,198,0,0
8126.24,12239.22,273,0,0
10828.05,64765.72,613,2,0
172963.0,97768.19,4,3,1
13072.39,23449.9,557,0,0
20920.31,51053.65,228,1,0
40362.07,24628.97,5,5,1
111150.26,55947.39,8,6,1
85691.32,62430.38,4,4,1
5013.14,42603.74,659,2,0
52126.71,78559.8,406,0,0
18018.07,34253.88,724,2,0
42634.57,26193.06,7,3,1
40456.43,94625.0,122,0,0
4387.99,28147.12,55,2,0
20172.32,83356.64,621,2,0
43096.37,23431.52,6,3,1
7678.42,57338.21,44,1,0
94698.1,62231.71,3,4,1
37298.57,90608.42,776,0,0
18240.51,86852.34,226,2,0
23592.2,53407.17,797,0,0
7442.46,19280.91,268,2,0
42551.48,61075.63,693,1,0
5152.04,26251.21,207,1,0
7654.29,32014.29,688,0,0
51138.29,99295.43,93,1,0
33110.49,65797.22,115,1,0
37862.04,63041.75,396,0,0
17976.11,52278.47,83,2,0
4374.37,9319.39,629,1,0
31908.15,63356.5,972,1,0
944.39,6195.49,585,1,0
49015.5,32892.99,6,5,1
156216.79,95969.37,4,3,1
5731.3,9008.24,328,0,0
2959.73,7928.29,384,2,0
5335.18,26553.88,189,1,0
21279.72,15948.91,2,6,1
146059.45,85752.19,5,3,1
43543.6,75988.49,202,1,0
9275.4,18696.87,507,1,0
12049.4,27243.74,164,1,0
5580.91,18866.92,765,1,0
37308.37,59121.2,561,0,0
94951.84,58093.53,4,3,1
16022.18,58392.63,126,2,0
47020.55,87608.28,946,2,0
21239.42,44942.93,341,2,0
42170.07,31296.65,9,6,1
19894.68,70386.31,941,2,0
106998.59,91008.95,9,4,1
122170.4,70384.05,5,3,1
