claim_id,policy_id,customer_id,claim_type,incident_date,claim_amount,status,fraud_score,surveyor_id,premium_amount,policy_start_date,kyc_status
4159,11733,7979,Health Claim,2025-10-23,8149.81,APPROVED,0,97,53833.18,2025-01-26,VERIFIED
4160,6361,6493,Life Claim,2026-02-12,96221.8,REJECTED,0,14,68925.71,2024-10-18,PENDING
4161,5007,4037,Motor Accident,2026-02-10,41535.64,REJECTED,0,43,87443.88,2024-11-18,PENDING
4162,23289,1975,Property Damage,2025-07-21,16783.42,PENDING,0,6,64546.11,2026-04-22,VERIFIED
4163,23807,7274,Life Claim,2025-08-13,71533.2,PENDING,0,71,66944.47,2025-05-03,PENDING
4164,24662,1368,Motor Accident,2026-04-18,38090.08,REJECTED,0,14,88259.06,2025-08-22,VERIFIED
4165,11277,5709,Property Damage,2025-06-07,52852.12,REJECTED,0,10,34194.98,2024-03-17,VERIFIED
4166,9809,3399,Life Claim,2025-10-19,5761.84,REJECTED,0,91,30547.13,2023-11-27,PENDING
4167,3707,4919,Motor Accident,2026-04-28,29765.54,PENDING,0,52,16829.85,2025-12-23,VERIFIED
4168,16763,2134,Health Claim,2025-06-19,5214.79,APPROVED,0,94,35332.12,2024-10-04,VERIFIED
4169,11569,1007,Property Damage,2026-02-14,37421.52,REJECTED,0,7,63823.11,2023-12-08,PENDING
4170,7186,1548,Property Damage,2026-02-20,25698.65,REJECTED,0,64,50724.08,2025-10-07,VERIFIED
4171,15315,9866,Health Claim,2026-02-19,3357.54,APPROVED,0,98,6474.95,2024-09-26,VERIFIED
4172,10739,4682,Health Claim,2025-08-09,3756.55,REJECTED,0,92,26283.51,2024-10-02,VERIFIED
4173,22881,5265,Health Claim,2026-05-16,4871.85,REJECTED,0,79,9399.73,2025-01-02,VERIFIED
4174,18330,2590,Health Claim,2025-08-09,45276.09,REJECTED,0,35,69576.24,2025-08-23,PENDING
4175,8576,3907,Life Claim,2026-02-28,53211.7,APPROVED,0,85,79133.67,2025-06-25,PENDING
4176,13355,1826,Motor Accident,2025-10-25,14090.58,APPROVED,0,17,22113.33,2025-12-03,VERIFIED
4177,11282,9948,Motor Accident,2026-02-20,13353.02,REJECTED,0,77,81371.65,2024-03-22,PENDING
4178,20797,7155,Property Damage,2025-07-11,24654.5,PENDING,0,48,17592.64,2023-06-10,PENDING
4179,24297,7817,Motor Accident,2026-01-31,9635.31,APPROVED,0,53,74205.44,2026-03-06,PENDING
4180,4911,5803,Property Damage,2026-03-16,17272.78,PENDING,0,3,81022.59,2025-03-04,VERIFIED
4181,2622,1602,Property Damage,2026-01-26,11408.72,APPROVED,0,96,16999.86,2024-08-18,PENDING
4182,579,2223,Motor Accident,2025-07-26,55146.2,PENDING,0,68,79361.21,2025-08-08,VERIFIED
4183,24613,2646,Property Damage,2025-05-30,86016.0,APPROVED,0,84,57745.63,2024-07-06,PENDING
4184,3550,6589,Motor Accident,2026-01-01,3088.42,REJECTED,0,43,28051.57,2026-02-16,PENDING
4185,10389,6982,Motor Accident,2025-05-30,41946.0,PENDING,0,76,63006.79,2025-03-03,PENDING
4186,9449,9133,Property Damage,2026-04-04,14600.57,REJECTED,0,5,14265.17,2025-07-24,VERIFIED
4187,10766,7407,Life Claim,2026-03-17,10165.87,REJECTED,0,16,16036.53,2024-08-09,VERIFIED
4188,11674,406,Property Damage,2026-05-17,9529.4,PENDING,0,70,37950.12,2025-08-11,VERIFIED
4189,4150,1487,Motor Accident,2025-08-21,20253.94,PENDING,0,10,52173.85,2023-10-06,VERIFIED
4190,5071,7856,Health Claim,2025-09-09,20783.52,APPROVED,0,36,90491.54,2023-11-26,VERIFIED
4191,6399,9581,Life Claim,2026-05-17,10710.43,APPROVED,0,3,47363.18,2023-09-24,VERIFIED
4192,4067,6357,Motor Accident,2025-06-14,35652.55,APPROVED,0,11,72681.62,2025-07-19,VERIFIED
4193,22183,9397,Health Claim,2026-04-09,6717.6,APPROVED,0,55,54527.76,2024-04-07,VERIFIED
4194,2196,2572,Property Damage,2025-12-16,37540.97,REJECTED,0,45,84147.92,2025-02-22,VERIFIED
4195,19063,5135,Motor Accident,2026-05-05,23232.13,REJECTED,0,30,96645.44,2024-11-05,VERIFIED
4196,4366,6284,Life Claim,2026-05-23,8248.15,APPROVED,0,74,23523.03,2026-01-12,VERIFIED
4197,17992,473,Property Damage,2025-11-19,21733.25,REJECTED,0,22,43610.87,2024-07-31,VERIFIED
4198,10759,6198,Health Claim,2025-10-23,97771.13,APPROVED,0,25,63740.45,2023-11-17,VERIFIED
4199,21217,3741,Health Claim,2025-11-12,22245.69,APPROVED,0,55,42545.16,2023-09-19,PENDING
4200,14958,7656,Life Claim,2026-01-16,101242.65,REJECTED,0,17,72155.68,2024-08-07,VERIFIED
4201,10059,6640,Life Claim,2026-03-12,11190.93,REJECTED,0,4,20218.43,2024-02-20,VERIFIED
4202,794,3284,Health Claim,2025-09-17,21573.84,PENDING,0,60,34014.78,2026-03-03,VERIFIED
4203,3739,1432,Property Damage,2026-05-03,53800.86,APPROVED,0,51,30903.42,2024-08-17,VERIFIED
4204,10840,2086,Motor Accident,2025-10-26,45830.45,APPROVED,0,23,22916.01,2026-04-29,PENDING
4205,13600,9493,Motor Accident,2026-04-06,19324.32,PENDING,0,87,46063.94,2024-07-27,VERIFIED
4206,13713,613,Life Claim,2025-11-16,10635.69,APPROVED,0,83,72670.92,2025-08-30,VERIFIED
4207,17200,7519,Health Claim,2026-04-29,104257.47,PENDING,0,46,56129.82,2024-03-09,PENDING
4208,12269,2887,Property Damage,2026-01-09,39119.27,PENDING,0,94,38422.96,2024-06-29,PENDING
4209,3250,6464,Property Damage,2026-02-22,33715.83,REJECTED,0,33,88425.07,2024-01-15,VERIFIED
4210,5922,9249,Life Claim,2025-09-13,33803.88,APPROVED,0,55,27755.55,2023-07-22,VERIFIED
4211,4785,9935,Health Claim,2026-03-18,12595.9,REJECTED,0,46,96353.26,2024-04-20,VERIFIED
4212,9141,2458,Property Damage,2025-10-15,17571.1,PENDING,0,38,38604.66,2023-08-25,VERIFIED
4213,9805,9140,Property Damage,2025-08-13,118807.85,REJECTED,0,2,61164.38,2025-07-21,VERIFIED
4214,9875,3949,Health Claim,2025-12-19,25276.98,PENDING,0,2,51396.07,2024-05-06,VERIFIED
4215,24370,1911,Life Claim,2025-06-07,6914.32,APPROVED,0,56,15240.82,2025-08-24,VERIFIED
4216,23976,3348,Life Claim,2025-07-03,31196.75,REJECTED,0,21,86720.75,2024-01-10,VERIFIED
4217,4504,5553,Life Claim,2026-02-21,42244.82,REJECTED,0,73,73880.35,2023-06-01,PENDING
4218,8949,4977,Health Claim,2026-04-03,41559.55,PENDING,0,63,74075.8,2024-06-14,PENDING
4219,22140,4025,Life Claim,2025-10-03,31405.9,PENDING,0,18,28146.58,2024-12-01,PENDING
4220,22574,5245,Health Claim,2025-09-06,39865.57,PENDING,0,59,94254.27,2025-09-29,PENDING
4221,6464,2772,Property Damage,2025-11-05,21183.02,REJECTED,0,22,71993.3,2025-09-19,PENDING
4222,5753,4148,Property Damage,2025-11-08,2042.12,REJECTED,0,48,6980.62,2024-06-13,VERIFIED
4223,6596,7357,Health Claim,2026-04-16,116218.78,APPROVED,0,22,80234.5,2024-01-07,VERIFIED
4224,203,2791,Motor Accident,2025-11-16,3045.58,APPROVED,0,55,19990.73,2025-03-22,PENDING
4225,13783,4554,Property Damage,2025-12-10,16372.83,PENDING,0,20,48387.67,2024-05-08,PENDING
4226,23910,7445,Life Claim,2026-03-07,64427.77,APPROVED,0,22,50368.17,2025-05-13,PENDING
4227,5604,8853,Motor Accident,2025-09-03,127606.43,REJECTED,0,32,69665.94,2025-10-26,VERIFIED
4228,22839,8927,Property Damage,2025-10-16,38764.84,PENDING,0,95,55732.75,2023-10-30,VERIFIED
4229,11204,6611,Motor Accident,2026-01-19,12442.37,REJECTED,0,30,19056.65,2026-03-07,VERIFIED
4230,6149,9488,Motor Accident,2025-06-03,33551.42,REJECTED,0,8,55535.97,2026-03-25,PENDING
4231,20436,8249,Life Claim,2026-01-09,4831.11,APPROVED,0,3,7678.53,2023-07-27,PENDING
4232,20693,3469,Property Damage,2025-12-20,8509.24,APPROVED,0,57,57257.42,2025-10-12,PENDING
4233,23165,7207,Motor Accident,2025-06-08,49241.69,REJECTED,0,6,73016.15,2023-07-21,VERIFIED
4234,14792,3059,Property Damage,2025-11-11,84139.06,APPROVED,0,95,79580.14,2023-07-12,PENDING
4235,20915,6101,Life Claim,2025-06-07,41206.29,PENDING,0,34,72921.98,2023-10-15,PENDING
4236,9344,9609,Motor Accident,2025-10-20,101636.48,PENDING,0,100,63740.64,2024-11-09,VERIFIED
4237,21969,3385,Property Damage,2025-07-04,23841.17,APPROVED,0,73,66429.73,2024-01-16,PENDING
4238,17521,1904,Motor Accident,2025-12-09,16086.43,PENDING,0,51,37861.34,2025-11-30,VERIFIED
4239,932,5406,Health Claim,2025-08-20,4349.87,APPROVED,0,44,38227.02,2024-10-27,PENDING
4240,8298,5682,Life Claim,2026-02-19,27650.48,REJECTED,0,8,53080.86,2023-09-05,VERIFIED
4241,16245,8539,Motor Accident,2026-03-13,40790.15,APPROVED,0,92,97797.07,2023-06-18,PENDING
4242,11310,7789,Motor Accident,2026-02-10,16891.4,APPROVED,0,37,27933.47,2023-11-22,VERIFIED
4243,17509,8476,Health Claim,2025-10-22,4672.19,PENDING,0,43,18795.19,2025-04-04,VERIFIED
4244,18289,8210,Property Damage,2025-08-11,8391.78,PENDING,0,57,65363.92,2023-11-25,PENDING
4245,14737,2792,Life Claim,2025-10-15,5196.87,REJECTED,0,16,14962.89,2024-04-13,VERIFIED
4246,18853,1924,Health Claim,2025-10-08,23364.8,APPROVED,0,66,47993.61,2026-04-03,VERIFIED
4247,9310,3109,Life Claim,2025-12-09,39926.82,APPROVED,0,32,57489.85,2026-02-06,PENDING
4248,6988,9549,Life Claim,2025-08-12,12927.29,PENDING,0,65,64938.89,2023-10-23,PENDING
4249,8081,7128,Motor Accident,2025-12-06,13243.58,PENDING,0,4,74732.36,2024-05-17,PENDING
4250,23708,7818,Life Claim,2026-04-30,47129.67,PENDING,0,41,67550.07,2026-03-01,VERIFIED
4251,15674,3112,Property Damage,2025-10-05,21132.78,APPROVED,0,50,32436.26,2025-01-07,VERIFIED
4252,950,8895,Property Damage,2026-05-21,44939.15,PENDING,0,3,72645.23,2025-09-04,PENDING
4253,17709,2236,Health Claim,2025-05-26,31524.72,PENDING,0,41,22042.62,2024-07-16,VERIFIED
4254,10603,9936,Health Claim,2025-12-19,9770.63,PENDING,0,47,79004.45,2025-06-23,VERIFIED
4255,5733,4124,Health Claim,2026-03-25,31555.51,APPROVED,0,50,86928.93,2023-12-03,VERIFIED
4256,51,8875,Property Damage,2026-03-05,14770.26,APPROVED,0,45,8616.31,2025-04-13,PENDING
4257,19648,7043,Health Claim,2025-09-08,7237.11,PENDING,0,99,12919.68,2026-02-22,PENDING
4258,16676,352,Health Claim,2025-06-23,693.86,PENDING,0,70,5283.17,2025-10-25,PENDING
4259,2956,9142,Health Claim,2025-12-03,13815.09,APPROVED,0,34,44073.75,2023-07-19,PENDING
4260,7078,1183,Health Claim,2026-01-19,55735.02,REJECTED,0,88,99471.38,2024-10-11,VERIFIED
4261,12407,1071,Motor Accident,2025-11-19,13567.54,REJECTED,0,32,50658.36,2023-05-26,VERIFIED
4262,2390,490,Life Claim,2025-10-10,9317.72,APPROVED,0,30,81007.53,2023-05-26,VERIFIED
4263,11541,1609,Life Claim,2026-04-01,24315.17,REJECTED,0,7,56961.81,2023-12-10,VERIFIED
4264,22957,1402,Health Claim,2026-03-02,16291.01,PENDING,0,62,53866.88,2025-10-20,PENDING
4265,20620,5018,Life Claim,2025-11-08,45215.0,APPROVED,0,20,76938.26,2026-04-13,VERIFIED
4266,8351,8991,Property Damage,2026-05-12,83945.18,PENDING,0,71,52821.5,2023-10-01,PENDING
4267,7585,8785,Life Claim,2026-05-01,6493.3,PENDING,0,11,22384.85,2024-11-26,PENDING
4268,4302,4878,Property Damage,2025-12-24,13601.0,REJECTED,0,94,99595.86,2025-06-08,VERIFIED
4269,1491,2857,Property Damage,2026-05-21,4472.02,APPROVED,0,82,39451.23,2026-03-11,PENDING
4270,21689,203,Property Damage,2026-02-27,123058.13,PENDING,0,25,80178.09,2023-12-27,VERIFIED
4271,15696,8088,Property Damage,2026-04-19,66592.53,REJECTED,0,98,43366.84,2025-09-19,VERIFIED
4272,6208,7419,Life Claim,2025-06-05,14421.62,REJECTED,0,40,37067.47,2024-04-22,PENDING
4273,11684,9117,Motor Accident,2025-11-06,22723.47,PENDING,0,62,17252.5,2023-08-23,VERIFIED
4274,3872,5814,Health Claim,2025-11-28,36046.82,PENDING,0,51,55975.88,2025-08-17,PENDING
4275,6277,8381,Property Damage,2025-12-25,19139.3,REJECTED,0,64,54967.4,2025-10-21,PENDING
4276,1883,39,Health Claim,2025-09-02,6692.05,REJECTED,0,16,13631.75,2023-09-23,VERIFIED
4277,11630,8018,Life Claim,2025-06-11,45965.15,PENDING,0,38,75348.01,2024-03-04,PENDING
4278,5877,8910,Motor Accident,2025-10-22,5532.87,REJECTED,0,32,42403.48,2026-04-02,PENDING
4279,14961,1579,Health Claim,2025-06-04,15664.46,APPROVED,0,10,57919.83,2023-08-17,VERIFIED
4280,3445,4812,Health Claim,2025-07-16,21908.81,REJECTED,0,6,89434.6,2024-07-09,PENDING
4281,963,1820,Property Damage,2025-12-02,26748.13,APPROVED,0,32,66626.6,2024-02-14,VERIFIED
4282,2694,8283,Motor Accident,2025-08-29,10650.47,APPROVED,0,10,38072.7,2024-06-06,PENDING
4283,19913,1432,Motor Accident,2025-12-31,18892.78,REJECTED,0,88,44909.47,2023-09-14,PENDING
4284,20261,8476,Life Claim,2025-08-25,36388.81,PENDING,0,44,34982.44,2023-08-16,PENDING
4285,18042,3592,Property Damage,2025-10-19,3957.32,APPROVED,0,15,13528.55,2024-02-21,PENDING
4286,288,1348,Life Claim,2025-06-28,11920.87,PENDING,0,95,17567.88,2025-09-25,VERIFIED
4287,16859,5440,Property Damage,2025-09-27,11623.29,APPROVED,0,55,20668.96,2024-03-09,PENDING
4288,6857,7563,Life Claim,2026-03-07,9309.07,REJECTED,0,23,39396.18,2025-12-20,PENDING
4289,7972,9670,Property Damage,2025-10-23,17286.34,PENDING,0,51,87591.9,2023-05-30,VERIFIED
4290,5839,1527,Life Claim,2025-07-20,100721.81,REJECTED,0,50,66878.85,2023-11-27,VERIFIED
4291,7753,1533,Life Claim,2025-07-12,31278.86,PENDING,0,45,24396.5,2025-06-07,PENDING
4292,6096,3612,Health Claim,2026-05-24,20910.2,PENDING,0,74,68296.03,2024-01-04,PENDING
4293,13413,6569,Motor Accident,2026-02-07,24877.46,APPROVED,0,21,61411.7,2023-08-05,VERIFIED
4294,8919,8997,Life Claim,2025-05-27,9085.68,APPROVED,0,33,38588.9,2024-05-22,VERIFIED
4295,17926,8851,Property Damage,2026-05-25,169432.35,PENDING,0,85,94492.64,2024-12-01,VERIFIED
4296,9335,5153,Property Damage,2026-04-02,20617.58,PENDING,0,78,74197.23,2024-08-15,VERIFIED
4297,24070,1235,Health Claim,2025-09-03,43402.5,PENDING,0,35,79421.5,2025-01-08,PENDING
4298,22527,9652,Motor Accident,2025-09-17,4024.84,PENDING,0,58,11311.56,2024-07-04,VERIFIED
4299,11906,6674,Motor Accident,2025-06-12,13638.24,REJECTED,0,95,80709.44,2026-01-13,VERIFIED
4300,6913,4208,Motor Accident,2025-11-02,15491.51,APPROVED,0,43,41039.57,2023-09-07,PENDING
4301,10325,5433,Life Claim,2025-10-13,157923.01,APPROVED,0,34,94249.83,2026-04-29,VERIFIED
4302,4177,6254,Motor Accident,2025-08-14,13320.83,REJECTED,0,72,20625.75,2024-04-28,PENDING
4303,19141,8956,Motor Accident,2026-03-06,25403.87,APPROVED,0,4,73830.81,2023-06-14,VERIFIED
4304,20292,9971,Property Damage,2025-09-08,79796.31,PENDING,0,90,50178.13,2025-01-14,PENDING
4305,7690,2759,Motor Accident,2026-01-10,1563.91,APPROVED,0,15,12008.57,2024-08-21,PENDING
4306,23044,6425,Motor Accident,2025-11-08,14653.95,REJECTED,0,38,73061.25,2024-10-30,VERIFIED
4307,373,1039,Health Claim,2025-06-03,10105.24,PENDING,0,71,74728.35,2025-01-04,PENDING
4308,5156,9908,Life Claim,2025-06-05,10680.54,REJECTED,0,96,28712.58,2024-03-27,VERIFIED
4309,701,4920,Life Claim,2025-05-27,14325.47,APPROVED,0,71,51467.48,2024-02-16,PENDING
4310,2435,5135,Health Claim,2025-09-30,38851.2,REJECTED,0,32,30340.72,2025-04-27,PENDING
4311,21981,3252,Property Damage,2025-11-16,37364.62,REJECTED,0,44,58374.82,2024-12-16,PENDING
4312,6425,3776,Health Claim,2025-11-07,17075.04,PENDING,0,13,50636.8,2025-04-29,PENDING
4313,9686,5947,Health Claim,2026-01-25,41465.24,PENDING,0,12,63481.06,2025-04-16,VERIFIED
4314,17624,8631,Life Claim,2026-03-16,36802.58,APPROVED,0,19,66163.76,2023-12-05,PENDING
4315,10275,6581,Motor Accident,2025-11-21,18587.05,APPROVED,0,45,38834.66,2025-08-04,VERIFIED
4316,5803,9131,Health Claim,2025-06-03,9431.93,REJECTED,0,59,80515.3,2023-07-14,VERIFIED
4317,411,627,Motor Accident,2026-04-03,22030.33,REJECTED,0,96,64246.17,2026-04-25,VERIFIED
4318,12904,3140,Health Claim,2025-08-04,55686.45,PENDING,0,6,95646.94,2026-03-07,VERIFIED
4319,16901,5726,Health Claim,2026-02-15,12255.41,REJECTED,0,86,96505.88,2024-05-24,PENDING
4320,14672,8625,Health Claim,2025-09-06,17071.24,REJECTED,0,32,98464.43,2026-04-30,PENDING
4321,2169,6268,Health Claim,2025-09-26,3892.89,APPROVED,0,8,15890.8,2024-07-09,PENDING
4322,24367,2353,Health Claim,2025-10-19,12227.34,REJECTED,0,12,29828.82,2026-01-22,PENDING
4323,13025,4496,Motor Accident,2026-02-02,34772.46,REJECTED,0,15,67757.01,2023-09-10,VERIFIED
4324,14077,9023,Motor Accident,2025-07-08,113530.02,REJECTED,0,98,82130.35,2024-11-11,VERIFIED
4325,11623,4101,Property Damage,2026-01-03,118611.31,APPROVED,0,72,82534.49,2024-08-11,PENDING
4326,2120,9941,Property Damage,2025-12-03,15845.77,PENDING,0,94,93818.09,2023-09-19,VERIFIED
4327,20665,28,Life Claim,2026-03-17,124876.24,REJECTED,0,24,95387.31,2025-12-29,PENDING
4328,18122,761,Property Damage,2026-04-01,32398.6,APPROVED,0,87,73206.9,2024-07-15,VERIFIED
4329,8680,9298,Property Damage,2026-02-19,20207.31,APPROVED,0,55,95043.75,2025-10-26,VERIFIED
4330,20386,6792,Health Claim,2025-11-08,114544.83,REJECTED,0,94,60836.51,2026-02-13,VERIFIED
4331,6870,2220,Health Claim,2025-12-31,1134.29,APPROVED,0,25,9392.87,2025-02-28,PENDING
4332,11369,8525,Life Claim,2025-05-28,34286.67,REJECTED,0,40,56816.53,2025-10-15,VERIFIED
4333,83,1265,Health Claim,2025-07-06,26467.88,PENDING,0,25,47530.1,2023-10-14,PENDING
4334,1896,1422,Property Damage,2025-12-24,48365.71,APPROVED,0,35,81257.6,2025-07-10,VERIFIED
4335,1725,7439,Property Damage,2025-10-02,828.76,PENDING,0,57,5275.01,2026-02-19,PENDING
4336,3957,2783,Health Claim,2026-05-22,9396.59,APPROVED,0,17,15350.26,2023-10-05,PENDING
4337,1368,4430,Property Damage,2025-07-02,125865.28,REJECTED,0,3,71246.93,2024-01-16,PENDING
4338,21465,2581,Health Claim,2025-12-18,8351.55,APPROVED,0,48,45413.83,2024-10-11,PENDING
4339,6796,7641,Health Claim,2026-01-30,54231.92,REJECTED,0,1,92883.79,2025-06-05,PENDING
4340,15779,4430,Motor Accident,2026-02-08,40983.55,REJECTED,0,37,77736.41,2025-08-27,VERIFIED
4341,16225,7064,Health Claim,2025-06-21,20269.76,PENDING,0,63,57958.82,2023-07-19,VERIFIED
4342,4460,7189,Health Claim,2026-02-13,16519.64,REJECTED,0,37,27265.44,2025-05-09,PENDING
4343,16597,766,Motor Accident,2025-11-17,21056.2,REJECTED,0,1,85553.2,2025-04-29,PENDING
4344,5907,9455,Property Damage,2026-04-10,28133.8,REJECTED,0,42,94640.88,2026-01-06,VERIFIED
4345,20184,2117,Life Claim,2026-05-23,27264.2,PENDING,0,18,40699.39,2025-12-15,VERIFIED
4346,20363,5285,Health Claim,2026-01-27,16985.66,REJECTED,0,57,29814.45,2024-01-19,PENDING
4347,9414,2172,Health Claim,2026-04-15,29968.24,APPROVED,0,83,86027.23,2025-02-23,PENDING
4348,24656,4259,Life Claim,2025-10-23,128804.53,APPROVED,0,74,64485.58,2026-03-18,PENDING
4349,17402,5310,Motor Accident,2025-06-09,8474.58,REJECTED,0,22,21192.4,2026-01-04,PENDING
4350,4294,3659,Health Claim,2025-09-30,8425.41,REJECTED,0,68,7862.59,2025-01-05,PENDING
4351,9766,5659,Motor Accident,2025-07-18,58701.2,REJECTED,0,98,52507.99,2024-03-30,PENDING
4352,15126,4126,Life Claim,2025-12-02,37923.91,APPROVED,0,54,56137.72,2025-02-05,PENDING
4353,20781,8582,Health Claim,2026-03-31,34831.78,REJECTED,0,6,90912.91,2024-11-27,PENDING
4354,4715,9892,Life Claim,2025-12-30,5204.7,PENDING,0,35,10902.73,2024-03-21,VERIFIED
4355,6625,3428,Motor Accident,2026-01-08,169826.23,APPROVED,0,78,92072.02,2025-07-10,VERIFIED
4356,2048,5661,Motor Accident,2025-09-20,65107.97,APPROVED,0,68,57995.71,2025-02-06,VERIFIED
4357,15851,6844,Health Claim,2026-04-17,8857.05,REJECTED,0,7,27184.6,2024-12-17,VERIFIED
4358,2315,8191,Property Damage,2025-10-24,6632.19,PENDING,0,90,41780.46,2024-06-15,PENDING
4359,3282,4933,Property Damage,2025-10-18,55322.34,PENDING,0,16,28199.86,2024-11-12,PENDING
4360,5643,3205,Motor Accident,2025-12-13,34643.27,REJECTED,0,35,33814.15,2025-09-09,VERIFIED
4361,11612,691,Property Damage,2025-12-05,9514.6,APPROVED,0,15,71199.43,2024-02-19,PENDING
4362,23210,5638,Life Claim,2025-11-02,47009.07,APPROVED,0,10,92497.64,2025-04-29,VERIFIED
4363,20400,7423,Motor Accident,2025-11-08,93890.75,REJECTED,0,46,66578.33,2025-03-11,VERIFIED
4364,2886,2452,Motor Accident,2025-07-24,66105.34,PENDING,0,19,39980.36,2024-11-08,PENDING
4365,1886,2854,Property Damage,2026-03-12,34540.9,PENDING,0,57,63519.47,2025-07-02,VERIFIED
4366,22639,399,Motor Accident,2026-02-24,5565.42,PENDING,0,17,35372.46,2025-11-19,VERIFIED
4367,5223,3508,Health Claim,2025-09-12,8776.9,APPROVED,0,17,85800.84,2024-10-22,VERIFIED
4368,24027,3828,Property Damage,2026-04-04,10730.11,REJECTED,0,46,18365.63,2024-02-05,PENDING
4369,12905,9822,Motor Accident,2026-02-28,135154.46,PENDING,0,19,89190.4,2025-10-14,VERIFIED
4370,4869,1669,Life Claim,2026-02-11,6638.27,APPROVED,0,55,56540.27,2023-10-24,VERIFIED
4371,15776,54,Life Claim,2026-03-07,32221.61,APPROVED,0,49,68376.16,2024-06-19,PENDING
4372,24714,8497,Property Damage,2026-03-04,6097.2,PENDING,0,14,37307.02,2024-04-02,PENDING
4373,18358,3848,Health Claim,2026-02-17,39511.24,APPROVED,0,13,57186.49,2024-06-17,VERIFIED
4374,20126,2053,Life Claim,2025-06-25,22771.78,PENDING,0,41,81649.08,2025-04-20,PENDING
4375,21751,3465,Property Damage,2025-10-31,23339.67,PENDING,0,41,54901.51,2025-08-18,VERIFIED
4376,3617,608,Property Damage,2026-05-15,41211.86,PENDING,0,29,61484.49,2024-06-26,VERIFIED
4377,20210,7059,Motor Accident,2025-09-11,6531.12,REJECTED,0,39,46306.1,2025-05-17,PENDING
4378,7587,8912,Property Damage,2025-06-06,44397.37,REJECTED,0,72,76656.94,2024-10-15,PENDING
4379,282,6681,Property Damage,2026-04-30,14446.02,REJECTED,0,29,58552.67,2023-12-02,VERIFIED
4380,5545,3798,Motor Accident,2025-08-11,7584.21,APPROVED,0,88,14383.51,2023-11-27,PENDING
4381,1217,5680,Health Claim,2025-10-19,38750.08,REJECTED,0,54,74745.04,2024-08-07,VERIFIED
4382,9371,3955,Life Claim,2026-04-05,89373.06,REJECTED,0,70,57892.15,2023-06-14,PENDING
4383,4921,9557,Motor Accident,2026-02-11,46104.38,PENDING,0,3,89882.54,2024-04-24,PENDING
4384,6780,141,Life Claim,2025-07-14,36183.42,PENDING,0,26,62138.76,2025-08-26,VERIFIED
4385,22012,9485,Motor Accident,2025-06-30,37585.25,REJECTED,0,92,54304.08,2024-01-01,PENDING
4386,6051,7919,Life Claim,2026-04-25,25747.89,APPROVED,0,93,83058.2,2026-01-01,VERIFIED
4387,6379,233,Property Damage,2025-08-16,45030.08,REJECTED,0,16,28236.16,2025-08-04,PENDING
4388,3042,9495,Health Claim,2026-02-24,35729.67,APPROVED,0,28,57126.73,2024-09-10,PENDING
4389,4656,7744,Property Damage,2025-12-11,8760.49,APPROVED,0,45,18219.68,2024-09-21,VERIFIED
4390,9981,3363,Motor Accident,2026-01-05,6474.74,PENDING,0,65,12266.48,2026-01-29,VERIFIED
4391,17967,4914,Life Claim,2025-09-26,61023.58,APPROVED,0,56,88927.27,2025-12-23,VERIFIED
4392,14052,5404,Property Damage,2026-01-14,84924.03,REJECTED,0,22,72243.48,2026-04-28,VERIFIED
4393,2339,5468,Motor Accident,2025-12-27,35544.72,APPROVED,0,13,60313.43,2024-03-04,VERIFIED
4394,15994,8642,Property Damage,2026-02-06,13640.61,APPROVED,0,97,29132.68,2025-12-28,VERIFIED
4395,9058,7997,Life Claim,2026-03-20,61517.86,REJECTED,0,27,89553.38,2023-07-19,PENDING
4396,15817,5055,Health Claim,2025-11-29,136679.0,APPROVED,0,34,84637.48,2024-04-04,VERIFIED
4397,15728,1505,Property Damage,2026-04-11,3901.07,REJECTED,0,97,10523.17,2025-02-20,VERIFIED
4398,16442,2300,Property Damage,2026-05-19,32172.07,PENDING,0,96,63626.77,2025-01-28,VERIFIED
4399,22108,8719,Motor Accident,2025-12-13,13281.27,APPROVED,0,4,89591.96,2024-08-29,VERIFIED
4400,10377,1169,Motor Accident,2026-03-01,15473.68,APPROVED,0,94,49032.98,2025-05-31,VERIFIED
4401,20382,2055,Motor Accident,2026-01-21,18896.31,REJECTED,0,9,31916.21,2025-11-05,VERIFIED
4402,12519,7225,Property Damage,2025-09-29,185667.19,APPROVED,0,63,99412.75,2024-03-14,VERIFIED
4403,16967,214,Health Claim,2025-05-30,7844.01,REJECTED,0,42,6160.47,2025-07-18,VERIFIED
4404,9336,9465,Health Claim,2025-06-15,25649.68,APPROVED,0,93,56975.01,2025-10-13,VERIFIED
4405,21447,4298,Property Damage,2025-06-17,124528.04,REJECTED,0,74,79599.05,2025-09-06,PENDING
4406,926,8552,Health Claim,2025-06-01,26505.66,PENDING,0,61,52516.5,2026-05-21,VERIFIED
4407,19304,9479,Life Claim,2025-08-10,56689.48,REJECTED,0,88,85748.4,2025-04-15,PENDING
4408,15262,5640,Property Damage,2025-08-01,62593.28,APPROVED,0,93,40898.23,2023-10-02,VERIFIED
4409,6465,3848,Property Damage,2025-08-20,3006.52,REJECTED,0,41,5033.71,2023-06-01,VERIFIED
4410,15705,8556,Life Claim,2025-09-09,20174.27,REJECTED,0,17,39411.32,2024-01-23,PENDING
4411,13757,7018,Life Claim,2025-07-28,3587.31,PENDING,0,79,12726.06,2026-03-24,VERIFIED
